indoml_id,intent
mn-MN|660,datetime_query
mn-MN|665,iot_hue_lightdim
mn-MN|668,takeaway_order
mn-MN|680,qa_stock
mn-MN|686,datetime_query
mn-MN|702,iot_hue_lightdim
mn-MN|712,news_query
mn-MN|726,weather_query
mn-MN|730,iot_hue_lightoff
mn-MN|738,weather_query
mn-MN|751,audio_volume_mute
mn-MN|761,music_query
mn-MN|764,weather_query
mn-MN|765,news_query
mn-MN|767,news_query
mn-MN|768,news_query
mn-MN|779,play_music
mn-MN|781,play_music
mn-MN|782,play_music
mn-MN|783,play_music
mn-MN|790,weather_query
mn-MN|796,alarm_query
mn-MN|804,audio_volume_mute
mn-MN|826,weather_query
mn-MN|827,play_music
mn-MN|832,weather_query
mn-MN|837,news_query
mn-MN|843,iot_cleaning
mn-MN|861,alarm_query
mn-MN|862,alarm_set
mn-MN|864,iot_cleaning
mn-MN|870,music_likeness
mn-MN|884,alarm_set
mn-MN|891,play_music
mn-MN|897,iot_hue_lightchange
mn-MN|914,iot_hue_lightoff
mn-MN|920,alarm_remove
mn-MN|931,music_likeness
mn-MN|936,play_music
mn-MN|939,alarm_set
mn-MN|940,alarm_set
mn-MN|944,datetime_convert
mn-MN|951,weather_query
mn-MN|962,iot_hue_lightup
mn-MN|964,iot_hue_lightdim
mn-MN|967,takeaway_query
mn-MN|969,news_query
mn-MN|974,datetime_query
mn-MN|997,iot_hue_lightoff
mn-MN|999,iot_hue_lightoff
mn-MN|1007,play_music
mn-MN|1014,datetime_query
mn-MN|1030,iot_hue_lightdim
mn-MN|1042,play_radio
mn-MN|1043,takeaway_order
mn-MN|1047,play_music
mn-MN|1048,audio_volume_down
mn-MN|1059,iot_cleaning
mn-MN|1061,news_query
mn-MN|1063,news_query
mn-MN|1065,music_query
mn-MN|1071,iot_hue_lightup
mn-MN|1072,iot_hue_lightup
mn-MN|1076,play_music
mn-MN|1084,social_post
mn-MN|1090,iot_hue_lightup
mn-MN|1093,email_querycontact
mn-MN|1098,datetime_query
mn-MN|1108,play_music
mn-MN|1115,play_music
mn-MN|1120,news_query
mn-MN|1121,play_music
mn-MN|1123,play_music
mn-MN|1124,play_music
mn-MN|1127,play_music
mn-MN|1144,play_music
mn-MN|1148,datetime_query
mn-MN|1151,iot_cleaning
mn-MN|1156,news_query
mn-MN|1158,transport_taxi
mn-MN|1160,weather_query
mn-MN|1176,music_query
mn-MN|1180,news_query
mn-MN|1191,datetime_convert
mn-MN|1202,datetime_query
mn-MN|1205,alarm_remove
mn-MN|1217,iot_hue_lightchange
mn-MN|1238,play_radio
mn-MN|1247,takeaway_query
mn-MN|1249,weather_query
mn-MN|1252,datetime_query
mn-MN|1256,general_joke
mn-MN|1264,alarm_query
mn-MN|1266,datetime_convert
mn-MN|1276,iot_coffee
mn-MN|1294,news_query
mn-MN|1300,transport_traffic
mn-MN|1301,news_query
mn-MN|1308,weather_query
mn-MN|1318,play_music
mn-MN|1336,play_music
mn-MN|1351,weather_query
mn-MN|1352,audio_volume_down
mn-MN|1360,iot_hue_lightdim
mn-MN|1371,news_query
mn-MN|1372,general_joke
mn-MN|1374,audio_volume_up
mn-MN|1377,iot_hue_lightoff
mn-MN|1379,takeaway_query
mn-MN|1400,general_quirky
mn-MN|1401,weather_query
mn-MN|1404,weather_query
mn-MN|1413,iot_coffee
mn-MN|1423,qa_factoid
mn-MN|1425,play_music
mn-MN|1427,iot_hue_lightchange
mn-MN|1428,iot_hue_lightchange
mn-MN|1440,play_music
mn-MN|1449,datetime_query
mn-MN|1452,alarm_remove
mn-MN|1454,alarm_remove
mn-MN|1458,weather_query
mn-MN|1467,play_music
mn-MN|1474,news_query
mn-MN|1483,alarm_query
mn-MN|1489,play_music
mn-MN|1509,alarm_remove
mn-MN|1510,audio_volume_mute
mn-MN|1511,iot_hue_lightchange
mn-MN|1513,weather_query
mn-MN|1516,takeaway_order
mn-MN|1527,music_likeness
mn-MN|1533,news_query
mn-MN|1537,datetime_query
mn-MN|1542,weather_query
mn-MN|1546,play_music
mn-MN|1547,weather_query
mn-MN|1549,weather_query
mn-MN|1551,iot_wemo_on
mn-MN|1554,iot_hue_lightoff
mn-MN|1575,iot_cleaning
mn-MN|1579,general_joke
mn-MN|1581,datetime_query
mn-MN|1589,weather_query
mn-MN|1593,social_query
mn-MN|1594,news_query
mn-MN|1607,datetime_query
mn-MN|1617,news_query
mn-MN|1622,music_query
mn-MN|1630,audio_volume_up
mn-MN|1635,alarm_query
mn-MN|1636,news_query
mn-MN|1639,audio_volume_down
mn-MN|1640,audio_volume_up
mn-MN|1646,alarm_query
mn-MN|1653,weather_query
mn-MN|1655,weather_query
mn-MN|1658,alarm_query
mn-MN|1666,news_query
mn-MN|1671,play_music
mn-MN|1675,alarm_remove
mn-MN|1677,music_query
mn-MN|1683,weather_query
mn-MN|1684,weather_query
mn-MN|1692,play_music
mn-MN|1703,iot_cleaning
mn-MN|1710,play_music
mn-MN|1715,audio_volume_down
mn-MN|1719,alarm_set
mn-MN|1722,weather_query
mn-MN|1741,music_query
mn-MN|1744,general_quirky
mn-MN|1745,music_likeness
mn-MN|1750,iot_hue_lightoff
mn-MN|1756,iot_hue_lightup
mn-MN|1759,qa_currency
mn-MN|1760,news_query
mn-MN|1774,alarm_remove
mn-MN|1777,play_music
mn-MN|1778,iot_hue_lightdim
mn-MN|1784,iot_hue_lightoff
mn-MN|1786,iot_hue_lightoff
mn-MN|1794,general_quirky
mn-MN|1796,datetime_query
mn-MN|1803,qa_factoid
mn-MN|1804,iot_hue_lightup
mn-MN|1807,music_query
mn-MN|1808,general_quirky
mn-MN|1811,play_music
mn-MN|1812,iot_coffee
mn-MN|1830,iot_coffee
mn-MN|1831,takeaway_order
mn-MN|1832,play_music
mn-MN|1833,play_music
mn-MN|1862,alarm_query
mn-MN|1866,weather_query
mn-MN|1870,datetime_query
mn-MN|1872,music_likeness
mn-MN|1874,play_music
mn-MN|1904,news_query
mn-MN|1913,alarm_set
mn-MN|1924,iot_cleaning
mn-MN|1933,weather_query
mn-MN|1940,play_music
mn-MN|1941,iot_cleaning
mn-MN|1960,iot_hue_lightchange
mn-MN|1962,play_music
mn-MN|1982,alarm_set
mn-MN|1993,iot_hue_lightup
mn-MN|1994,social_query
mn-MN|1995,play_music
mn-MN|2007,play_radio
mn-MN|2016,iot_hue_lightdim
mn-MN|2026,iot_coffee
mn-MN|2030,music_query
mn-MN|2035,takeaway_query
mn-MN|2056,music_settings
mn-MN|2057,music_likeness
mn-MN|2062,play_music
mn-MN|2075,iot_hue_lightup
mn-MN|2082,iot_hue_lightup
mn-MN|2085,play_music
mn-MN|2093,music_query
mn-MN|2094,music_query
mn-MN|2098,news_query
mn-MN|2108,play_music
mn-MN|2113,recommendation_events
mn-MN|2128,iot_hue_lightchange
mn-MN|2134,alarm_set
mn-MN|2146,calendar_query
mn-MN|2156,datetime_query
mn-MN|2160,general_quirky
mn-MN|2163,takeaway_query
mn-MN|2164,takeaway_query
mn-MN|2165,takeaway_query
mn-MN|2166,alarm_set
mn-MN|2167,alarm_set
mn-MN|2168,alarm_remove
mn-MN|2174,music_query
mn-MN|2178,weather_query
mn-MN|2198,datetime_query
mn-MN|2201,news_query
mn-MN|2203,news_query
mn-MN|2205,audio_volume_mute
mn-MN|2206,audio_volume_mute
mn-MN|2207,audio_volume_mute
mn-MN|2208,general_quirky
mn-MN|2220,weather_query
mn-MN|2225,play_music
mn-MN|2230,iot_hue_lightoff
mn-MN|2234,iot_hue_lightup
mn-MN|2237,news_query
mn-MN|2255,takeaway_query
mn-MN|2258,weather_query
mn-MN|2263,iot_hue_lightchange
mn-MN|2264,iot_hue_lightchange
mn-MN|2265,weather_query
mn-MN|2271,play_music
mn-MN|2283,iot_hue_lightchange
mn-MN|2288,iot_coffee
mn-MN|2296,calendar_set
mn-MN|2298,iot_hue_lightoff
mn-MN|2309,datetime_convert
mn-MN|2311,iot_hue_lightdim
mn-MN|2315,news_query
mn-MN|2316,news_query
mn-MN|2320,weather_query
mn-MN|2322,weather_query
mn-MN|2330,datetime_query
mn-MN|2334,alarm_set
mn-MN|2336,takeaway_order
mn-MN|2338,takeaway_order
mn-MN|2350,iot_hue_lightchange
mn-MN|2351,iot_hue_lightchange
mn-MN|2354,music_query
mn-MN|2355,music_query
mn-MN|2365,music_query
mn-MN|2373,music_query
mn-MN|2384,recommendation_events
mn-MN|2386,news_query
mn-MN|2387,music_query
mn-MN|2396,play_music
mn-MN|2400,music_likeness
mn-MN|2403,iot_hue_lightup
mn-MN|2408,play_music
mn-MN|2412,datetime_query
mn-MN|2414,takeaway_order
mn-MN|2423,weather_query
mn-MN|2432,takeaway_query
mn-MN|2434,iot_cleaning
mn-MN|2438,news_query
mn-MN|2441,iot_hue_lightoff
mn-MN|2447,takeaway_order
mn-MN|2451,qa_maths
mn-MN|2472,datetime_query
mn-MN|2480,takeaway_order
mn-MN|2496,news_query
mn-MN|2497,datetime_query
mn-MN|2498,datetime_query
mn-MN|2512,iot_coffee
mn-MN|2517,iot_cleaning
mn-MN|2527,play_music
mn-MN|2531,play_music
mn-MN|2540,iot_hue_lightchange
mn-MN|2542,iot_hue_lightchange
mn-MN|2545,weather_query
mn-MN|2548,news_query
mn-MN|2551,iot_hue_lightchange
mn-MN|2560,play_music
mn-MN|2564,alarm_set
mn-MN|2566,iot_wemo_off
mn-MN|2573,play_music
mn-MN|2578,iot_hue_lightoff
mn-MN|2588,news_query
mn-MN|2591,iot_hue_lightup
mn-MN|2594,general_quirky
mn-MN|2605,play_music
mn-MN|2610,takeaway_query
mn-MN|2611,weather_query
mn-MN|2615,weather_query
mn-MN|2638,news_query
mn-MN|2639,news_query
mn-MN|2647,play_radio
mn-MN|2651,news_query
mn-MN|2673,alarm_set
mn-MN|2678,weather_query
mn-MN|2679,weather_query
mn-MN|2684,takeaway_query
mn-MN|2690,iot_wemo_off
mn-MN|2703,play_music
mn-MN|2704,play_music
mn-MN|2708,play_music
mn-MN|2709,music_query
mn-MN|2711,iot_hue_lightoff
mn-MN|2717,play_music
mn-MN|2721,general_joke
mn-MN|2724,news_query
mn-MN|2733,iot_coffee
mn-MN|2753,iot_coffee
mn-MN|2770,play_music
mn-MN|2773,takeaway_query
mn-MN|2774,iot_hue_lightoff
mn-MN|2775,iot_hue_lightoff
mn-MN|2777,weather_query
mn-MN|2780,recommendation_events
mn-MN|2781,play_music
mn-MN|2795,audio_volume_mute
mn-MN|2796,audio_volume_mute
mn-MN|2798,play_music
mn-MN|2801,datetime_query
mn-MN|2812,iot_coffee
mn-MN|2816,iot_hue_lightchange
mn-MN|2824,datetime_query
mn-MN|2840,datetime_query
mn-MN|2850,takeaway_query
mn-MN|2859,datetime_query
mn-MN|2868,iot_coffee
mn-MN|2870,alarm_query
mn-MN|2887,news_query
mn-MN|2890,weather_query
mn-MN|2898,news_query
mn-MN|2903,iot_cleaning
mn-MN|2906,iot_hue_lightchange
mn-MN|2908,takeaway_query
mn-MN|2914,datetime_query
mn-MN|2917,weather_query
mn-MN|2921,social_query
mn-MN|2927,datetime_query
mn-MN|2931,play_music
mn-MN|2957,alarm_query
mn-MN|2959,iot_cleaning
mn-MN|2960,iot_cleaning
mn-MN|2962,play_music
mn-MN|2965,iot_hue_lightoff
mn-MN|2975,iot_hue_lightchange
mn-MN|2983,alarm_remove
mn-MN|2985,alarm_remove
mn-MN|2995,news_query
mn-MN|3002,play_music
mn-MN|3008,iot_hue_lightup
mn-MN|3011,iot_hue_lightup
mn-MN|3020,takeaway_query
mn-MN|3021,takeaway_order
mn-MN|3029,music_likeness
mn-MN|3030,music_likeness
mn-MN|3031,play_music
mn-MN|3034,weather_query
mn-MN|3037,news_query
mn-MN|3039,news_query
mn-MN|3050,iot_hue_lightoff
mn-MN|3060,news_query
mn-MN|3077,iot_wemo_off
mn-MN|3080,takeaway_query
mn-MN|3091,datetime_query
mn-MN|3096,weather_query
mn-MN|3098,iot_hue_lightoff
mn-MN|3099,recommendation_events
mn-MN|3101,news_query
mn-MN|3103,music_settings
mn-MN|3114,music_likeness
mn-MN|3116,play_music
mn-MN|3117,play_music
mn-MN|3118,datetime_query
mn-MN|3124,play_music
mn-MN|3127,weather_query
mn-MN|3128,weather_query
mn-MN|3138,iot_coffee
mn-MN|3146,play_music
mn-MN|3161,alarm_query
mn-MN|3162,alarm_query
mn-MN|3167,iot_hue_lightoff
mn-MN|3174,play_music
mn-MN|3175,iot_wemo_off
mn-MN|3178,music_query
mn-MN|3184,iot_wemo_off
mn-MN|3193,qa_maths
mn-MN|3196,iot_coffee
mn-MN|3204,music_likeness
mn-MN|3205,play_music
mn-MN|3207,play_music
mn-MN|3212,calendar_set
mn-MN|3213,alarm_set
mn-MN|3214,news_query
mn-MN|3222,iot_hue_lightdim
mn-MN|3228,datetime_query
mn-MN|3253,weather_query
mn-MN|3264,play_music
mn-MN|3276,takeaway_query
mn-MN|3280,iot_hue_lightdim
mn-MN|3295,takeaway_query
mn-MN|3298,iot_wemo_off
mn-MN|3305,weather_query
mn-MN|3306,weather_query
mn-MN|3320,iot_coffee
mn-MN|3321,iot_coffee
mn-MN|3323,iot_coffee
mn-MN|3326,iot_wemo_off
mn-MN|3329,news_query
mn-MN|3330,general_joke
mn-MN|3337,weather_query
mn-MN|3338,weather_query
mn-MN|3349,general_quirky
mn-MN|3361,datetime_query
mn-MN|3364,iot_wemo_on
mn-MN|3378,iot_hue_lightoff
mn-MN|3386,iot_hue_lightdim
mn-MN|3387,iot_hue_lightchange
mn-MN|3398,alarm_set
mn-MN|3400,play_music
mn-MN|3401,play_music
mn-MN|3406,weather_query
mn-MN|3407,weather_query
mn-MN|3408,weather_query
mn-MN|3413,takeaway_query
mn-MN|3418,iot_coffee
mn-MN|3426,weather_query
mn-MN|3433,play_music
mn-MN|3434,play_music
mn-MN|3435,alarm_remove
mn-MN|3441,datetime_query
mn-MN|3444,datetime_query
mn-MN|3447,weather_query
mn-MN|3460,audio_volume_mute
mn-MN|3474,audio_volume_down
mn-MN|3481,play_music
mn-MN|3486,audio_volume_up
mn-MN|3489,play_music
mn-MN|3492,play_music
mn-MN|3503,weather_query
mn-MN|3507,weather_query
mn-MN|3513,play_music
mn-MN|3516,weather_query
mn-MN|3522,iot_hue_lightup
mn-MN|3532,datetime_convert
mn-MN|3539,play_music
mn-MN|3542,iot_hue_lightchange
mn-MN|3543,iot_hue_lightchange
mn-MN|3546,play_music
mn-MN|3550,play_music
mn-MN|3554,play_music
mn-MN|3562,play_music
mn-MN|3566,datetime_query
mn-MN|3568,iot_coffee
mn-MN|3570,iot_hue_lightoff
mn-MN|3576,play_audiobook
mn-MN|3581,audio_volume_mute
mn-MN|3582,audio_volume_mute
mn-MN|3586,weather_query
mn-MN|3590,audio_volume_up
mn-MN|3595,iot_hue_lightup
mn-MN|3598,general_quirky
mn-MN|3600,calendar_set
mn-MN|3603,news_query
mn-MN|3605,news_query
mn-MN|3606,datetime_query
mn-MN|3614,weather_query
mn-MN|3623,news_query
mn-MN|3624,news_query
mn-MN|3631,play_music
mn-MN|3654,music_query
mn-MN|3669,datetime_query
mn-MN|3671,takeaway_order
mn-MN|3674,iot_hue_lightchange
mn-MN|3683,music_likeness
mn-MN|3686,play_music
mn-MN|3694,alarm_set
mn-MN|3695,alarm_set
mn-MN|3700,iot_hue_lightchange
mn-MN|3702,alarm_query
mn-MN|3714,play_music
mn-MN|3717,play_music
mn-MN|3723,play_music
mn-MN|3725,datetime_query
mn-MN|3727,play_music
mn-MN|3734,iot_hue_lightchange
mn-MN|3741,music_query
mn-MN|3742,music_query
mn-MN|3750,news_query
mn-MN|3761,alarm_set
mn-MN|3762,iot_hue_lightup
mn-MN|3771,alarm_query
mn-MN|3774,iot_wemo_off
mn-MN|3775,iot_wemo_off
mn-MN|3779,play_music
mn-MN|3780,play_music
mn-MN|3784,weather_query
mn-MN|3785,iot_hue_lightoff
mn-MN|3809,audio_volume_down
mn-MN|3812,audio_volume_mute
mn-MN|3819,music_likeness
mn-MN|3822,lists_query
mn-MN|3829,alarm_remove
mn-MN|3834,iot_hue_lightdim
mn-MN|3835,takeaway_order
mn-MN|3837,audio_volume_mute
mn-MN|3838,audio_volume_mute
mn-MN|3841,iot_cleaning
mn-MN|3852,weather_query
mn-MN|3859,play_music
mn-MN|3864,music_query
mn-MN|3870,alarm_query
mn-MN|3883,iot_hue_lightup
mn-MN|3884,alarm_query
mn-MN|3886,alarm_query
mn-MN|3894,play_audiobook
mn-MN|3907,play_music
mn-MN|3911,play_music
mn-MN|3912,play_music
mn-MN|3915,music_likeness
mn-MN|3936,weather_query
mn-MN|3960,datetime_query
mn-MN|3967,play_music
mn-MN|3980,play_music
mn-MN|3982,play_music
mn-MN|3986,alarm_set
mn-MN|3993,iot_hue_lightoff
mn-MN|3995,datetime_query
mn-MN|4001,qa_factoid
mn-MN|4013,iot_cleaning
mn-MN|4017,alarm_remove
mn-MN|4023,news_query
mn-MN|4024,iot_hue_lightoff
mn-MN|4026,iot_hue_lightoff
mn-MN|4031,play_radio
mn-MN|4040,play_music
mn-MN|4043,iot_cleaning
mn-MN|4048,takeaway_query
mn-MN|4058,play_music
mn-MN|4073,datetime_query
mn-MN|4077,iot_hue_lightoff
mn-MN|4081,alarm_set
mn-MN|4084,iot_coffee
mn-MN|4086,general_joke
mn-MN|4088,iot_hue_lightoff
mn-MN|4090,audio_volume_up
mn-MN|4104,weather_query
mn-MN|4112,datetime_convert
mn-MN|4116,play_music
mn-MN|4119,news_query
mn-MN|4121,alarm_query
mn-MN|4125,takeaway_query
mn-MN|4130,alarm_query
mn-MN|4132,weather_query
mn-MN|4136,play_music
mn-MN|4137,takeaway_query
mn-MN|4145,alarm_query
mn-MN|4152,play_music
mn-MN|4154,iot_wemo_off
mn-MN|4155,audio_volume_up
mn-MN|4166,audio_volume_up
mn-MN|4168,weather_query
mn-MN|4171,iot_hue_lightoff
mn-MN|4173,iot_cleaning
mn-MN|4174,iot_hue_lightchange
mn-MN|4177,news_query
mn-MN|4178,news_query
mn-MN|4183,datetime_query
mn-MN|4186,datetime_query
mn-MN|4187,datetime_query
mn-MN|4189,music_query
mn-MN|4201,iot_wemo_on
mn-MN|4205,play_music
mn-MN|4212,weather_query
mn-MN|4216,general_joke
mn-MN|4217,general_joke
mn-MN|4224,takeaway_query
mn-MN|4227,weather_query
mn-MN|4232,play_music
mn-MN|4236,datetime_query
mn-MN|4240,iot_cleaning
mn-MN|4241,audio_volume_mute
mn-MN|4244,iot_coffee
mn-MN|4247,iot_hue_lightchange
mn-MN|4248,iot_hue_lightchange
mn-MN|4249,iot_hue_lightchange
mn-MN|4253,datetime_query
mn-MN|4254,datetime_query
mn-MN|4258,news_query
mn-MN|4266,weather_query
mn-MN|4268,play_music
mn-MN|4271,iot_coffee
mn-MN|4272,iot_coffee
mn-MN|4273,play_music
mn-MN|4283,iot_hue_lightup
mn-MN|4290,weather_query
mn-MN|4299,iot_hue_lightup
mn-MN|4305,play_music
mn-MN|4309,datetime_query
mn-MN|4312,weather_query
mn-MN|4313,weather_query
mn-MN|4319,alarm_set
mn-MN|4334,social_query
mn-MN|4336,datetime_query
mn-MN|4346,iot_hue_lightoff
mn-MN|4347,iot_hue_lightoff
mn-MN|4355,weather_query
mn-MN|4361,play_music
mn-MN|4362,datetime_query
mn-MN|4375,alarm_query
mn-MN|4376,weather_query
mn-MN|4377,weather_query
mn-MN|4383,weather_query
mn-MN|4391,news_query
mn-MN|4400,music_query
mn-MN|4402,weather_query
mn-MN|4412,weather_query
mn-MN|4428,music_query
mn-MN|4436,qa_factoid
mn-MN|4439,weather_query
mn-MN|4442,iot_coffee
mn-MN|4443,iot_coffee
mn-MN|4449,weather_query
mn-MN|4452,play_music
mn-MN|4461,qa_factoid
mn-MN|4463,datetime_query
mn-MN|4477,play_music
mn-MN|4482,weather_query
mn-MN|4486,weather_query
mn-MN|4487,weather_query
mn-MN|4491,news_query
mn-MN|4492,news_query
mn-MN|4496,email_query
mn-MN|4502,datetime_query
mn-MN|4516,iot_hue_lightchange
mn-MN|4524,weather_query
mn-MN|4544,takeaway_order
mn-MN|4547,play_music
mn-MN|4550,music_likeness
mn-MN|4554,iot_coffee
mn-MN|4560,music_query
mn-MN|4567,news_query
mn-MN|4580,datetime_query
mn-MN|4587,play_music
mn-MN|4589,calendar_set
mn-MN|4601,calendar_set
mn-MN|4606,qa_stock
mn-MN|4614,weather_query
mn-MN|4618,iot_wemo_on
mn-MN|4620,iot_wemo_on
mn-MN|4638,music_settings
mn-MN|4653,audio_volume_mute
mn-MN|4654,alarm_set
mn-MN|4659,audio_volume_mute
mn-MN|4662,news_query
mn-MN|4667,datetime_query
mn-MN|4671,music_likeness
mn-MN|4672,music_likeness
mn-MN|4673,alarm_query
mn-MN|4680,weather_query
mn-MN|4689,weather_query
mn-MN|4692,play_music
mn-MN|4702,iot_wemo_on
mn-MN|4710,datetime_query
mn-MN|4712,alarm_remove
mn-MN|4764,weather_query
mn-MN|4767,news_query
mn-MN|4772,datetime_query
mn-MN|4776,alarm_query
mn-MN|4780,calendar_query
mn-MN|4784,weather_query
mn-MN|4798,iot_coffee
mn-MN|4799,iot_wemo_on
mn-MN|4803,iot_hue_lightchange
mn-MN|4809,music_query
mn-MN|4813,datetime_query
mn-MN|4826,iot_hue_lightchange
mn-MN|4831,audio_volume_up
mn-MN|4833,lists_remove
mn-MN|4837,news_query
mn-MN|4838,play_music
mn-MN|4845,datetime_convert
mn-MN|4848,alarm_set
mn-MN|4851,alarm_query
mn-MN|4854,audio_volume_mute
mn-MN|4871,weather_query
mn-MN|4874,music_query
mn-MN|4881,datetime_query
mn-MN|4882,datetime_query
mn-MN|4887,music_likeness
mn-MN|4890,news_query
mn-MN|4896,iot_hue_lightdim
mn-MN|4909,play_music
mn-MN|4913,general_joke
mn-MN|4917,weather_query
mn-MN|4921,alarm_remove
mn-MN|4928,play_music
mn-MN|4930,alarm_set
mn-MN|4933,weather_query
mn-MN|4934,takeaway_query
mn-MN|4951,datetime_query
mn-MN|4953,news_query
mn-MN|4955,general_quirky
mn-MN|4957,datetime_query
mn-MN|4960,play_music
mn-MN|4966,iot_wemo_off
mn-MN|4968,news_query
mn-MN|4973,play_music
mn-MN|4982,general_joke
mn-MN|4985,music_likeness
mn-MN|4988,iot_coffee
mn-MN|4992,iot_wemo_off
mn-MN|4994,audio_volume_mute
mn-MN|4998,play_music
mn-MN|5006,alarm_query
mn-MN|5009,weather_query
mn-MN|5010,audio_volume_up
mn-MN|5014,iot_hue_lightup
mn-MN|5016,qa_stock
mn-MN|5017,iot_coffee
mn-MN|5026,iot_hue_lightchange
mn-MN|5027,datetime_query
mn-MN|5037,weather_query
mn-MN|5038,weather_query
mn-MN|5040,weather_query
mn-MN|5043,alarm_set
mn-MN|5047,iot_hue_lightdim
mn-MN|5050,iot_wemo_off
mn-MN|5051,alarm_set
mn-MN|5062,play_music
mn-MN|5074,weather_query
mn-MN|5082,alarm_set
mn-MN|5085,weather_query
mn-MN|5103,alarm_remove
mn-MN|5116,alarm_remove
mn-MN|5118,iot_coffee
mn-MN|5122,alarm_query
mn-MN|5127,general_quirky
mn-MN|5128,transport_ticket
mn-MN|5131,datetime_query
mn-MN|5134,play_music
mn-MN|5149,iot_coffee
mn-MN|5152,music_settings
mn-MN|5156,iot_hue_lightoff
mn-MN|5157,iot_hue_lightoff
mn-MN|5158,play_music
mn-MN|5159,play_music
mn-MN|5160,play_music
mn-MN|5165,iot_hue_lightdim
mn-MN|5176,weather_query
mn-MN|5196,qa_factoid
mn-MN|5198,music_likeness
mn-MN|5199,music_likeness
mn-MN|5201,iot_hue_lightdim
mn-MN|5204,datetime_convert
mn-MN|5219,audio_volume_down
mn-MN|5221,iot_wemo_off
mn-MN|5225,datetime_query
mn-MN|5229,music_likeness
mn-MN|5243,iot_hue_lightoff
mn-MN|5245,news_query
mn-MN|5250,music_query
mn-MN|5258,music_likeness
mn-MN|5261,music_query
mn-MN|5270,news_query
mn-MN|5278,play_music
mn-MN|5279,play_music
mn-MN|5286,news_query
mn-MN|5292,alarm_remove
mn-MN|5296,news_query
mn-MN|5297,news_query
mn-MN|5301,weather_query
mn-MN|5307,datetime_query
mn-MN|5318,play_music
